Month_Start,Store ID,Product ID,Demand Forecast,Units Sold,Units Ordered,Price,Competitor Pricing,Discount,Inventory Level,Holiday/Promotion,Category,Region,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny
2022-04-01,S003,P0020,2067.21,1996,1377,69.12166666666667,68.445,14.166666666666666,295.9166666666667,6,Clothing,South,3,4,3,2
2022-04-01,S004,P0001,2340.43,2251,1375,55.2825,54.754999999999995,12.916666666666666,285.5833333333333,5,Furniture,South,4,1,3,4
2022-04-01,S004,P0002,1688.5500000000002,1609,1444,70.5725,69.76,10.833333333333334,329.9166666666667,9,Groceries,North,2,4,2,4
2022-04-01,S004,P0003,1610.3700000000001,1555,1334,60.3725,62.4925,7.083333333333333,318.3333333333333,4,Toys,West,2,3,3,4
2022-04-01,S004,P0004,1384.6799999999998,1322,1617,47.73500000000001,47.07333333333333,12.5,279.5833333333333,6,Toys,West,2,2,3,5
2022-04-01,S004,P0005,1452.41,1322,1239,45.192499999999995,44.574999999999996,10.416666666666666,313.8333333333333,6,Furniture,North,2,5,1,4
2022-04-01,S004,P0006,1237.04,1176,1196,48.95583333333334,48.20333333333334,10.833333333333334,264.75,8,Groceries,South,6,3,3,0
2022-04-01,S004,P0007,1986.19,1927,1443,56.6025,56.74166666666667,7.5,264.6666666666667,7,Clothing,East,7,1,2,2
2022-04-01,S004,P0008,1560.61,1526,1451,58.534166666666664,57.75416666666666,10.416666666666666,236.25,7,Furniture,West,3,3,3,3
2022-04-01,S004,P0009,1851.96,1854,1308,66.68583333333333,66.26833333333333,10.833333333333334,285.25,7,Furniture,South,2,2,3,5
2022-04-01,S004,P0010,2181.33,2121,1536,58.32333333333333,58.05666666666667,10.0,266.3333333333333,9,Clothing,North,4,4,2,2
2022-04-01,S004,P0011,1778.4199999999998,1691,1069,61.20916666666667,60.468333333333334,5.833333333333333,248.25,7,Clothing,East,3,1,3,5
2022-04-01,S004,P0012,1606.33,1548,1359,55.025000000000006,54.046666666666674,8.333333333333334,272.5,4,Toys,North,4,3,5,0
2022-04-01,S004,P0013,1780.09,1739,1360,49.53,48.935833333333335,14.166666666666666,261.75,4,Groceries,West,4,4,1,3
2022-04-01,S004,P0014,2065.43,2009,1447,70.15666666666667,70.87083333333334,10.416666666666666,279.5,7,Furniture,West,3,3,3,3
2022-04-01,S004,P0015,954.71,901,1121,50.16916666666666,50.928333333333335,12.5,195.83333333333334,7,Clothing,West,2,3,5,2
2022-04-01,S004,P0016,668.85,622,1433,63.0075,63.16833333333333,8.333333333333334,210.16666666666666,6,Groceries,West,5,0,5,2
2022-04-01,S004,P0017,1395.59,1369,1496,57.12166666666667,57.01916666666667,6.666666666666667,263.4166666666667,5,Clothing,East,4,3,2,3
2022-04-01,S004,P0018,1901.88,1816,1407,63.278333333333336,64.31333333333333,8.333333333333334,291.75,7,Groceries,East,3,1,4,4
2022-04-01,S004,P0019,1748.0,1606,1368,53.53333333333333,52.806666666666665,10.833333333333334,262.1666666666667,5,Groceries,West,5,2,5,0
2022-04-01,S004,P0020,1655.08,1595,1190,54.245000000000005,54.24666666666667,9.166666666666666,266.1666666666667,5,Groceries,South,3,3,1,5
2022-04-01,S005,P0001,2333.73,2295,1615,45.85166666666667,45.931666666666665,11.25,360.0833333333333,8,Furniture,North,1,2,6,3
2022-04-01,S005,P0002,854.6,791,1610,54.49333333333333,53.512499999999996,12.083333333333334,254.58333333333334,10,Furniture,West,1,5,3,3
2022-04-01,S005,P0003,1844.0,1793,1399,56.318333333333335,57.050000000000004,10.416666666666666,293.0,4,Toys,South,3,2,3,4
2022-04-01,S005,P0004,1929.08,1868,1419,57.42166666666666,57.61666666666667,10.833333333333334,265.0,8,Toys,West,3,4,1,4
2022-04-01,S005,P0005,1952.18,1875,1061,56.6275,57.2175,10.416666666666666,273.75,6,Toys,South,5,1,3,3
2022-04-01,S005,P0006,2167.38,2078,1534,41.204166666666666,39.95583333333334,9.166666666666666,270.4166666666667,4,Clothing,West,3,3,2,4
2022-04-01,S005,P0007,1893.52,1834,1099,59.895833333333336,59.265833333333326,11.666666666666666,292.5833333333333,6,Clothing,North,3,4,2,3
2022-04-01,S005,P0008,1995.25,1897,1202,76.52583333333332,77.16666666666667,12.916666666666666,270.4166666666667,7,Furniture,South,5,1,3,3
2022-04-01,S005,P0009,1768.26,1708,1095,46.64833333333333,46.355,12.083333333333334,275.5833333333333,8,Groceries,West,5,3,3,1
2022-04-01,S005,P0010,1989.85,1882,1421,63.565,63.21666666666667,5.416666666666667,303.8333333333333,5,Electronics,North,2,5,3,2
2022-04-01,S005,P0011,1657.1699999999998,1620,1652,48.135,47.81,8.75,290.75,8,Toys,West,4,1,3,4
2022-04-01,S005,P0012,1754.0,1765,1101,65.8225,67.3725,12.916666666666666,296.8333333333333,5,Clothing,South,6,0,2,4
2022-04-01,S005,P0013,1801.99,1749,1610,55.22,55.50333333333333,7.916666666666667,312.1666666666667,6,Groceries,North,3,3,3,3
2022-04-01,S005,P0014,2035.27,1982,1367,46.0,47.4075,10.0,283.25,8,Toys,West,2,4,4,2
2022-04-01,S005,P0015,1919.24,1844,1313,60.75083333333333,60.596666666666664,13.333333333333334,266.25,6,Clothing,West,6,1,4,1
2022-04-01,S005,P0016,1548.73,1509,1182,45.47833333333333,45.03916666666667,7.916666666666667,263.0833333333333,6,Electronics,North,4,3,2,3
2022-04-01,S005,P0017,2540.2200000000003,2468,1610,55.4125,54.594166666666666,11.666666666666666,341.3333333333333,6,Toys,North,1,4,3,4
2022-04-01,S005,P0018,2080.18,2021,1371,52.73416666666666,54.571666666666665,11.25,272.3333333333333,9,Groceries,East,5,3,1,3
2022-04-01,S005,P0019,2296.7200000000003,2263,1285,55.39666666666667,56.086666666666666,13.333333333333334,312.4166666666667,5,Toys,North,4,1,5,2
2022-04-01,S005,P0020,2174.9,2128,1215,59.20250000000001,58.50833333333333,11.25,289.5,3,Furniture,West,3,2,3,4
2022-05-01,S001,P0001,1703.3,1659,1510,54.31166666666667,54.212500000000006,13.333333333333334,310.6666666666667,5,Groceries,South,1,1,6,4
2022-05-01,S001,P0002,2107.32,2018,1405,66.68083333333333,65.5525,10.416666666666666,283.4166666666667,5,Toys,West,3,2,5,2
2022-05-01,S001,P0003,1352.52,1287,1313,63.401666666666664,62.5525,12.083333333333334,280.8333333333333,6,Toys,South,1,6,3,2
2022-05-01,S001,P0004,1198.9,1143,1362,64.34916666666666,64.51583333333333,10.0,239.66666666666666,7,Electronics,North,3,4,3,2
2022-05-01,S001,P0005,2366.86,2248,1035,42.979166666666664,43.37583333333333,9.583333333333334,294.5833333333333,6,Furniture,West,3,5,3,1
2022-05-01,S001,P0006,1141.97,1077,1395,42.94833333333333,43.42416666666667,9.166666666666666,295.4166666666667,6,Toys,North,1,6,2,3
2022-05-01,S001,P0007,1408.41,1358,1145,49.36833333333333,49.3525,7.083333333333333,244.83333333333334,6,Groceries,West,5,2,4,1
2022-05-01,S001,P0008,1627.26,1587,1123,55.02666666666667,53.965,5.833333333333333,238.58333333333334,6,Electronics,West,4,2,5,1
2022-05-01,S001,P0009,1326.97,1314,1419,70.89083333333333,70.38583333333334,13.333333333333334,297.25,7,Furniture,East,3,5,1,3
2022-05-01,S001,P0010,1798.78,1756,1108,59.50083333333333,59.428333333333335,13.75,249.91666666666666,9,Furniture,East,4,5,1,2
2022-05-01,S001,P0011,1822.23,1765,1414,66.59,67.6075,9.166666666666666,288.5833333333333,7,Groceries,North,4,4,3,1
2022-05-01,S001,P0012,1991.58,1937,1366,64.9175,65.32666666666667,12.5,294.4166666666667,4,Electronics,West,4,3,2,3
2022-05-01,S001,P0013,1340.8,1281,1089,55.52916666666667,56.574999999999996,8.75,276.0833333333333,5,Toys,East,1,4,2,5
2022-05-01,S001,P0014,1345.75,1288,1448,47.475,47.92083333333333,12.083333333333334,257.3333333333333,5,Toys,North,5,2,3,2
2022-05-01,S001,P0015,1447.92,1368,1157,47.135,45.74916666666667,11.666666666666666,244.58333333333334,6,Toys,West,2,3,5,2
2022-05-01,S001,P0016,1403.9199999999998,1288,1169,48.30583333333333,48.675000000000004,11.666666666666666,275.4166666666667,7,Groceries,East,3,3,2,4
2022-05-01,S001,P0017,1342.97,1293,1220,57.277499999999996,56.1,10.416666666666666,285.5,3,Electronics,East,1,3,5,3
2022-05-01,S001,P0018,1450.8000000000002,1396,1330,64.08333333333333,64.05583333333333,10.416666666666666,279.0833333333333,6,Groceries,South,3,1,3,5
2022-05-01,S001,P0019,1709.26,1622,1659,55.237500000000004,55.61416666666667,5.833333333333333,293.3333333333333,10,Electronics,West,4,4,2,2
2022-05-01,S001,P0020,1890.53,1801,1118,48.899166666666666,48.291666666666664,9.166666666666666,225.16666666666666,3,Toys,West,2,5,4,1
2022-05-01,S002,P0001,2058.21,2047,1420,38.17333333333334,38.43,11.666666666666666,306.3333333333333,7,Furniture,East,5,3,2,2
2022-05-01,S002,P0002,1346.72,1315,1261,51.7925,52.78,8.333333333333334,259.5833333333333,8,Electronics,North,0,4,5,3
2022-05-01,S002,P0003,1759.1699999999998,1788,1301,55.355,55.97416666666667,11.25,240.83333333333334,6,Electronics,North,3,0,6,3
2022-05-01,S002,P0004,1338.47,1273,1233,55.83583333333333,56.15916666666667,10.0,240.08333333333334,4,Furniture,North,4,4,2,2
2022-05-01,S002,P0005,1595.95,1497,1380,51.75833333333333,51.02166666666667,8.75,258.1666666666667,5,Clothing,West,2,5,2,3
2022-05-01,S002,P0006,1182.1599999999999,1207,1032,64.47416666666668,65.26,11.25,237.5,4,Groceries,West,4,4,3,1
2022-05-01,S002,P0007,2428.17,2365,1259,70.17916666666666,69.7525,12.5,288.25,7,Groceries,South,2,4,3,3
2022-05-01,S002,P0008,1486.79,1386,1144,45.67333333333334,45.905,11.25,258.0,5,Clothing,East,4,2,2,4
2022-05-01,S002,P0009,1953.96,1894,1360,56.975833333333334,57.93833333333333,9.166666666666666,260.9166666666667,7,Toys,West,3,3,2,4
2022-05-01,S002,P0010,1828.69,1764,1025,52.85166666666667,52.928333333333335,12.5,253.25,5,Toys,East,4,3,4,1
2022-05-01,S002,P0011,2023.12,1990,1139,50.580000000000005,51.67416666666667,9.166666666666666,260.8333333333333,8,Furniture,East,5,3,1,3
2022-05-01,S002,P0012,1649.6799999999998,1586,1054,52.1775,52.90166666666667,8.75,247.41666666666666,4,Groceries,West,3,4,1,4
2022-05-01,S002,P0013,1477.72,1434,1271,56.490833333333335,55.887499999999996,9.583333333333334,252.66666666666666,6,Toys,East,6,4,0,2
2022-05-01,S002,P0014,982.3,899,1418,52.47416666666667,51.44,11.25,220.0,4,Groceries,West,4,2,3,3
2022-05-01,S002,P0015,2235.76,2134,1246,53.61833333333334,54.50083333333333,12.083333333333334,302.25,2,Clothing,South,3,1,3,5
2022-05-01,S002,P0016,1289.77,1249,1591,55.52,56.159166666666664,10.0,247.0,5,Furniture,West,6,3,2,1
2022-05-01,S002,P0017,1914.69,1827,1370,45.248333333333335,45.3375,6.25,261.8333333333333,6,Groceries,East,2,7,3,0
2022-05-01,S002,P0018,1771.09,1732,938,46.17416666666667,46.120000000000005,8.333333333333334,304.5,5,Groceries,East,2,4,4,2
2022-05-01,S002,P0019,1880.61,1805,1219,49.28583333333333,50.02583333333333,8.333333333333334,271.0,8,Electronics,South,3,3,2,4
2022-05-01,S002,P0020,1517.3400000000001,1461,1380,67.9525,67.7075,12.916666666666666,258.1666666666667,8,Electronics,South,4,2,2,4
2022-05-01,S003,P0001,1311.05,1278,1149,60.08583333333333,60.00833333333333,11.666666666666666,252.75,5,Electronics,West,0,5,5,2
2022-05-01,S003,P0002,1949.01,1860,1784,58.76166666666666,59.025,12.083333333333334,295.3333333333333,6,Groceries,South,2,4,4,2
2022-05-01,S003,P0003,2487.2599999999998,2393,952,54.04583333333333,54.375,10.416666666666666,356.1666666666667,7,Furniture,East,7,3,0,2
2022-05-01,S003,P0004,2015.0,1977,1343,59.055,60.751666666666665,14.166666666666666,351.1666666666667,6,Furniture,East,4,1,4,3
2022-05-01,S003,P0005,1212.8,1168,1591,55.57,55.53666666666667,13.333333333333334,227.5,8,Toys,West,6,0,6,0
2022-05-01,S003,P0006,1880.99,1820,1448,57.99,57.990833333333335,10.416666666666666,304.4166666666667,8,Furniture,East,4,6,1,1
2022-05-01,S003,P0007,1640.38,1537,1158,46.416666666666664,47.333333333333336,10.416666666666666,279.25,10,Clothing,East,7,3,0,2
2022-05-01,S003,P0008,1887.01,1869,1408,48.45916666666667,47.112500000000004,10.833333333333334,274.5833333333333,9,Electronics,South,4,2,3,3
2022-05-01,S003,P0009,2165.74,2098,1568,52.04916666666667,52.125,9.166666666666666,283.0,6,Electronics,West,4,4,2,2
2022-05-01,S003,P0010,1986.06,1881,1441,54.8425,55.70249999999999,9.583333333333334,283.6666666666667,7,Clothing,West,4,2,2,4
2022-05-01,S003,P0011,1880.3200000000002,1786,1620,47.55916666666667,47.33916666666667,10.416666666666666,261.4166666666667,5,Electronics,East,2,4,3,3
2022-05-01,S003,P0012,2532.91,2518,1608,48.44416666666666,48.125,6.25,340.5,6,Toys,East,3,2,2,5
2022-05-01,S003,P0013,2121.59,2046,1252,49.27833333333333,48.92916666666667,10.416666666666666,295.5,5,Furniture,East,0,3,6,3
2022-05-01,S003,P0014,2020.96,1958,1332,61.350833333333334,62.99416666666667,12.083333333333334,272.5,9,Furniture,South,3,4,3,2
2022-05-01,S003,P0015,1152.74,1101,1396,64.60583333333334,63.653333333333336,9.583333333333334,268.0,5,Furniture,South,4,2,5,1
2022-05-01,S003,P0016,1772.71,1716,1626,62.90833333333333,63.25,8.75,322.75,7,Toys,North,2,5,4,1
2022-05-01,S003,P0017,1427.2,1391,1440,60.42916666666667,58.11333333333334,10.0,229.33333333333334,7,Toys,East,2,2,5,3
2022-05-01,S003,P0018,1192.91,1126,1408,54.38166666666667,53.84916666666667,12.916666666666666,306.0,6,Groceries,South,4,4,1,3
2022-05-01,S003,P0019,1161.18,1007,1408,57.19416666666666,57.564166666666665,7.5,212.08333333333334,6,Toys,West,1,5,5,1
2022-05-01,S003,P0020,1881.78,1805,1412,47.13583333333333,47.0325,10.833333333333334,223.66666666666666,6,Groceries,North,2,5,3,2
2022-05-01,S004,P0001,2062.84,1986,1198,56.879999999999995,58.23,12.083333333333334,244.25,9,Toys,North,4,3,1,4
2022-05-01,S004,P0002,1435.51,1390,1359,54.975833333333334,55.267500000000005,12.083333333333334,234.66666666666666,6,Electronics,North,3,4,5,0
2022-05-01,S004,P0003,1332.02,1291,1442,59.965833333333336,60.18166666666667,9.166666666666666,296.9166666666667,5,Furniture,North,3,4,3,2
2022-05-01,S004,P0004,1456.78,1429,1196,63.0425,63.16166666666666,8.75,241.66666666666666,4,Toys,North,2,3,5,2
2022-05-01,S004,P0005,1806.98,1712,1322,57.942499999999995,56.83833333333333,12.916666666666666,266.5833333333333,6,Electronics,East,4,5,2,1
2022-05-01,S004,P0006,1552.85,1480,1341,62.31333333333333,62.46083333333333,12.916666666666666,209.83333333333334,6,Furniture,East,2,2,2,6
2022-05-01,S004,P0007,1607.84,1562,1445,56.47,57.464999999999996,13.75,276.75,6,Electronics,North,3,4,4,1
2022-05-01,S004,P0008,2153.23,2109,1408,50.52583333333334,50.5725,10.0,323.0833333333333,7,Clothing,South,4,3,2,3
2022-05-01,S004,P0009,1766.15,1738,1272,46.649166666666666,47.223333333333336,10.0,292.4166666666667,8,Toys,North,2,5,5,0
2022-05-01,S004,P0010,2123.56,2058,1089,42.56916666666667,43.080000000000005,6.25,366.8333333333333,7,Groceries,East,3,0,5,4
2022-05-01,S004,P0011,2380.34,2271,1305,60.48666666666667,62.63333333333333,10.416666666666666,334.4166666666667,5,Groceries,West,4,2,2,4
2022-05-01,S004,P0012,1510.6299999999999,1394,1529,56.51499999999999,55.913333333333334,12.5,245.41666666666666,7,Toys,West,3,1,2,6
2022-05-01,S004,P0013,1273.91,1177,1005,54.565,54.762499999999996,4.583333333333333,241.5,4,Electronics,West,4,2,5,1
2022-05-01,S004,P0014,2050.45,2018,1354,55.91166666666667,55.88333333333333,9.583333333333334,280.0833333333333,4,Toys,North,3,2,3,4
2022-05-01,S004,P0015,1996.49,1916,929,40.0375,40.52166666666667,8.75,308.5,4,Groceries,East,2,3,2,5
2022-05-01,S004,P0016,1347.91,1279,1396,54.11666666666667,55.63583333333333,7.083333333333333,282.25,8,Electronics,North,2,6,1,3
2022-05-01,S004,P0017,1841.4099999999999,1779,1281,44.69166666666666,44.70166666666666,9.583333333333334,284.4166666666667,3,Toys,South,3,4,3,2
2022-05-01,S004,P0018,2085.25,2023,1192,27.065833333333334,27.584166666666665,13.75,291.9166666666667,3,Electronics,West,2,5,2,3
2022-05-01,S004,P0019,1401.49,1347,1158,53.01,53.4675,11.25,264.6666666666667,5,Electronics,West,5,2,3,2
2022-05-01,S004,P0020,1588.36,1529,1080,43.1625,43.105,9.583333333333334,276.5833333333333,5,Toys,South,3,3,2,4
2022-05-01,S005,P0001,1682.78,1647,1607,49.98583333333334,49.56916666666666,10.0,286.0,6,Toys,South,4,1,1,6
2022-05-01,S005,P0002,1406.39,1318,1396,42.1325,42.315,12.5,292.5,4,Toys,West,2,1,5,4
2022-05-01,S005,P0003,2095.24,2070,1260,51.78666666666667,51.098333333333336,12.5,306.1666666666667,6,Electronics,South,2,4,4,2
2022-05-01,S005,P0004,2019.94,1959,1358,61.63,62.04916666666667,9.166666666666666,260.9166666666667,6,Groceries,North,2,5,2,3
2022-05-01,S005,P0005,1940.71,1935,1329,57.95666666666667,58.004999999999995,5.0,283.5833333333333,6,Toys,West,4,5,0,3
2022-05-01,S005,P0006,1615.83,1518,1421,58.33416666666667,57.77166666666667,10.416666666666666,251.91666666666666,9,Groceries,South,3,4,5,0
2022-05-01,S005,P0007,2526.32,2460,1150,45.54750000000001,46.46,12.5,352.4166666666667,4,Clothing,East,4,3,3,2
2022-05-01,S005,P0008,1404.13,1419,1487,39.23916666666667,41.005833333333335,10.0,297.3333333333333,7,Toys,North,4,2,3,3
2022-05-01,S005,P0009,1376.48,1349,1134,52.20416666666667,52.27,8.75,277.3333333333333,4,Clothing,West,4,2,5,1
2022-05-01,S005,P0010,2159.94,2079,1223,65.99666666666667,66.63583333333334,10.416666666666666,301.5833333333333,8,Furniture,North,4,5,2,1
2022-05-01,S005,P0011,2007.5,1964,1598,52.972500000000004,52.520833333333336,9.583333333333334,269.4166666666667,3,Electronics,South,2,6,2,2
2022-05-01,S005,P0012,1686.59,1620,1364,66.51416666666667,66.99166666666666,8.75,286.3333333333333,3,Clothing,East,1,4,6,1
2022-05-01,S005,P0013,2372.96,2296,1230,59.794999999999995,60.06666666666666,13.333333333333334,319.5833333333333,8,Electronics,South,0,8,3,1
2022-05-01,S005,P0014,1331.23,1300,897,54.45249999999999,55.619166666666665,12.916666666666666,252.91666666666666,4,Toys,North,4,3,3,2
2022-05-01,S005,P0015,2408.56,2379,1515,59.18,58.78666666666666,12.083333333333334,327.3333333333333,7,Toys,South,1,5,5,1
2022-05-01,S005,P0016,2355.79,2308,1187,50.86833333333333,52.44416666666667,10.833333333333334,343.5,6,Electronics,West,3,3,4,2
2022-05-01,S005,P0017,1456.18,1375,1390,52.00416666666666,52.107499999999995,12.083333333333334,250.66666666666666,5,Groceries,East,4,3,2,3
2022-05-01,S005,P0018,1445.95,1357,1173,50.565,50.88583333333333,12.5,278.4166666666667,5,Toys,East,2,3,3,4
2022-05-01,S005,P0019,1564.97,1484,961,65.55416666666667,64.94166666666666,7.5,334.5833333333333,8,Clothing,South,3,4,2,3
2022-05-01,S005,P0020,1593.73,1551,1567,33.63583333333333,33.29083333333333,10.416666666666666,284.0,3,Groceries,South,4,0,2,6
2022-06-01,S001,P0001,1669.86,1580,1152,67.54833333333333,68.0975,11.25,301.75,5,Electronics,East,3,5,4,0
2022-06-01,S001,P0002,1724.13,1660,1237,64.115,63.20416666666667,10.0,281.6666666666667,4,Furniture,East,1,3,3,5
2022-06-01,S001,P0003,1952.34,1896,1654,48.689166666666665,49.15083333333333,11.666666666666666,266.4166666666667,5,Toys,West,4,1,3,4
2022-06-01,S001,P0004,1701.82,1670,1265,52.59916666666666,51.47416666666666,10.416666666666666,311.1666666666667,5,Furniture,West,1,4,4,3
2022-06-01,S001,P0005,1713.45,1723,1205,48.15833333333333,46.91166666666666,8.75,241.33333333333334,5,Groceries,East,1,6,2,3
2022-06-01,S001,P0006,1120.66,1100,1307,73.2975,74.995,7.5,200.75,8,Toys,West,3,3,2,4
2022-06-01,S001,P0007,1985.28,1958,1231,56.4375,57.770833333333336,8.75,298.0,3,Electronics,South,2,2,2,6
2022-06-01,S001,P0008,1531.46,1483,1430,52.57,51.88666666666666,12.5,273.1666666666667,9,Clothing,West,3,3,3,3
2022-06-01,S001,P0009,1069.29,1019,1388,57.498333333333335,56.846666666666664,12.083333333333334,204.25,5,Furniture,East,1,2,3,6
2022-06-01,S001,P0010,1166.64,1147,1490,68.6425,67.43083333333333,8.75,201.33333333333334,7,Clothing,East,5,2,2,3
2022-06-01,S001,P0011,2310.29,2234,1107,58.259166666666665,57.15833333333333,7.083333333333333,311.9166666666667,7,Toys,East,4,1,2,5
2022-06-01,S001,P0012,1335.99,1309,1304,50.79,51.645833333333336,7.083333333333333,212.91666666666666,5,Groceries,North,2,5,2,3
2022-06-01,S001,P0013,2035.8,1951,1608,58.083333333333336,57.08416666666667,9.583333333333334,252.66666666666666,7,Furniture,West,2,3,4,3
2022-06-01,S001,P0014,1645.23,1605,1440,55.21083333333333,55.23666666666667,13.75,262.5833333333333,4,Furniture,South,5,3,2,2
2022-06-01,S001,P0015,1057.5900000000001,999,1248,65.99583333333334,66.03833333333334,11.25,260.5,5,Furniture,South,8,3,0,1
2022-06-01,S001,P0016,1466.28,1418,1184,65.655,65.18666666666667,9.583333333333334,273.1666666666667,6,Clothing,East,1,5,5,1
2022-06-01,S001,P0017,1704.1200000000001,1619,1181,43.20916666666667,44.56666666666666,12.083333333333334,265.0,4,Electronics,West,1,5,3,3
2022-06-01,S001,P0018,1593.17,1510,1546,62.555,63.36666666666667,10.833333333333334,298.75,7,Electronics,East,4,0,5,3
2022-06-01,S001,P0019,1793.63,1750,1365,59.31333333333333,59.67000000000001,7.916666666666667,306.25,5,Furniture,South,6,3,1,2
2022-06-01,S001,P0020,1784.08,1725,1413,45.634166666666665,46.185,7.916666666666667,328.0,5,Clothing,North,1,3,4,4
2022-06-01,S002,P0001,1603.8899999999999,1578,1599,60.156666666666666,60.82416666666666,10.833333333333334,251.25,6,Furniture,West,3,2,4,3
2022-06-01,S002,P0002,1713.73,1653,1507,45.81999999999999,44.939166666666665,13.333333333333334,278.1666666666667,5,Toys,North,7,2,2,1
2022-06-01,S002,P0003,1846.7,1739,1359,49.9075,49.29750000000001,7.5,251.41666666666666,5,Clothing,East,3,6,2,1
2022-06-01,S002,P0004,1288.28,1209,1433,58.534166666666664,57.53916666666667,10.416666666666666,223.58333333333334,6,Groceries,East,3,3,3,3
2022-06-01,S002,P0005,1456.15,1375,1336,59.99166666666667,58.880833333333335,7.083333333333333,203.16666666666666,6,Clothing,South,4,5,1,2
2022-06-01,S002,P0006,2047.97,2007,1370,58.1875,58.19583333333333,9.166666666666666,362.3333333333333,4,Toys,West,4,5,0,3
2022-06-01,S002,P0007,1772.15,1720,1399,58.9075,58.40083333333333,8.75,258.9166666666667,7,Furniture,North,0,1,4,7
2022-06-01,S002,P0008,1916.94,1879,1521,56.26666666666667,55.17666666666667,9.166666666666666,309.5,7,Groceries,South,3,2,4,3
2022-06-01,S002,P0009,1809.65,1791,1232,59.5525,60.0875,7.5,297.25,6,Toys,East,1,3,3,5
2022-06-01,S002,P0010,1717.06,1635,1481,54.41833333333333,55.245000000000005,7.5,282.4166666666667,6,Toys,East,2,6,2,2
2022-06-01,S002,P0011,1161.12,1108,1290,58.87916666666666,58.276666666666664,11.666666666666666,208.25,4,Clothing,South,4,3,3,2
2022-06-01,S002,P0012,1131.35,1083,1587,52.965,52.8325,10.0,192.25,4,Groceries,South,1,1,7,3
2022-06-01,S002,P0013,1981.4,1921,1193,46.99666666666667,46.37083333333334,10.0,338.0,3,Groceries,East,3,3,5,1
2022-06-01,S002,P0014,1833.97,1771,1244,57.126666666666665,57.303333333333335,10.833333333333334,293.4166666666667,7,Groceries,North,4,3,3,2
2022-06-01,S002,P0015,1893.69,1853,1309,62.62833333333333,61.7275,7.916666666666667,303.0,5,Furniture,East,4,2,4,2
2022-06-01,S002,P0016,1716.49,1677,1044,67.20833333333333,68.05333333333333,10.416666666666666,305.75,3,Furniture,West,4,1,5,2
2022-06-01,S002,P0017,1839.63,1828,945,50.178333333333335,49.0925,7.916666666666667,276.1666666666667,5,Groceries,South,4,3,4,1
2022-06-01,S002,P0018,1729.26,1647,1449,48.13833333333333,48.509166666666665,11.666666666666666,270.8333333333333,7,Clothing,North,1,3,3,5
2022-06-01,S002,P0019,1550.55,1517,1168,55.4175,55.04750000000001,7.5,305.25,6,Electronics,North,3,5,2,2
2022-06-01,S002,P0020,1643.6399999999999,1560,1164,52.22666666666667,52.3375,8.333333333333334,230.91666666666666,5,Clothing,West,4,5,2,1
2022-06-01,S003,P0001,1605.3600000000001,1562,1414,63.56916666666666,62.76083333333333,12.916666666666666,262.0,6,Furniture,West,3,4,3,2
2022-06-01,S003,P0002,1190.41,1174,1224,55.24,55.69583333333333,11.25,211.25,5,Electronics,East,1,2,7,2
2022-06-01,S003,P0003,1884.93,1871,1435,41.48583333333333,42.097500000000004,11.666666666666666,299.0833333333333,4,Furniture,South,1,5,5,1
2022-06-01,S003,P0004,2242.84,2223,1399,65.84833333333334,65.515,7.5,323.4166666666667,4,Toys,North,2,2,5,3
2022-06-01,S003,P0005,1886.06,1837,1247,56.692499999999995,57.05083333333334,7.083333333333333,315.1666666666667,5,Toys,East,3,3,0,6
2022-06-01,S003,P0006,1570.5700000000002,1503,1247,56.98916666666667,56.778333333333336,9.166666666666666,273.25,6,Clothing,South,4,2,5,1
2022-06-01,S003,P0007,1608.56,1580,1282,62.47833333333333,61.71666666666667,12.083333333333334,245.83333333333334,6,Furniture,South,4,3,3,2
2022-06-01,S003,P0008,2444.54,2379,1071,45.81333333333333,45.67333333333334,11.666666666666666,325.5833333333333,7,Furniture,South,4,3,1,4
2022-06-01,S003,P0009,1543.98,1510,916,61.475,60.53916666666667,12.5,262.3333333333333,6,Electronics,West,5,2,2,3
2022-06-01,S003,P0010,1540.46,1417,1197,38.1875,36.848333333333336,8.333333333333334,265.25,5,Clothing,North,2,3,4,3
2022-06-01,S003,P0011,1810.76,1742,1386,45.80166666666667,45.979166666666664,11.25,295.75,8,Clothing,East,4,2,4,2
2022-06-01,S003,P0012,2100.09,2023,1247,62.10916666666666,61.845,8.333333333333334,279.3333333333333,3,Furniture,West,2,3,3,4
2022-06-01,S003,P0013,1559.66,1494,1117,49.931666666666665,49.535,7.083333333333333,264.5833333333333,7,Toys,South,4,3,1,4
2022-06-01,S003,P0014,2016.8899999999999,1996,1363,36.04083333333333,35.204166666666666,9.166666666666666,320.3333333333333,8,Furniture,South,4,2,4,2
2022-06-01,S003,P0015,1187.33,1156,1466,47.10166666666667,47.32833333333334,7.916666666666667,241.91666666666666,7,Furniture,North,4,4,3,1
2022-06-01,S003,P0016,2664.2,2619,1223,64.33916666666667,64.85666666666667,7.5,310.5,5,Groceries,North,2,4,2,4
2022-06-01,S003,P0017,1865.82,1775,1171,55.835,55.089166666666664,7.5,247.75,6,Toys,South,6,1,3,2
2022-06-01,S003,P0018,1842.88,1753,1344,39.79,40.725,7.083333333333333,260.75,5,Furniture,North,4,2,4,2
