Month_Start,Store ID,Product ID,Demand Forecast,Units Sold,Units Ordered,Price,Competitor Pricing,Discount,Inventory Level,Holiday/Promotion,Category,Region,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny,Lag_1_Demand,Lag_1_Ordered,Lag_2_Demand,Lag_2_Ordered,Lag_3_Demand,Lag_3_Ordered,Rolling_Mean_3M,Price_Diff_Percent,Month,Quarter,Month_Sin,Month_Cos,Store_ID_Enc,Product_ID_Enc,Category_Enc,Region_Enc
2023-07-01,S001,P0012,1561.37,1538,1070,51.37583333333333,50.68083333333333,12.916666666666666,283.25,4,Furniture,North,2,5,4,1,1575.94,1491.0,1920.81,1331.0,1658.37,1383.0,1718.3733333333332,0.013713270960422257,7,3,-0.4999999999999997,-0.8660254037844388,0,11,2,1
2023-08-01,S001,P0012,1332.14,1317,1261,45.3425,44.9,12.916666666666666,273.5833333333333,6,Furniture,North,2,2,4,4,1561.37,1070.0,1575.94,1491.0,1920.81,1331.0,1686.04,0.00985523385300674,8,3,-0.8660254037844385,-0.5000000000000004,0,11,2,1
2023-09-01,S001,P0012,1149.44,1118,820,61.32916666666667,60.09,11.666666666666666,212.75,6,Electronics,South,4,3,2,3,1332.14,1261.0,1561.37,1070.0,1575.94,1491.0,1489.8166666666666,0.02062184501026243,9,3,-1.0,-1.8369701987210297e-16,0,11,1,2
2023-10-01,S001,P0012,1199.57,1184,1091,43.165,43.17333333333334,7.5,224.0,6,Furniture,West,1,5,1,5,1149.44,820.0,1332.14,1261.0,1561.37,1070.0,1347.6499999999999,-0.00019302038295259335,10,4,-0.8660254037844386,0.5000000000000001,0,11,2,3
2023-11-01,S001,P0012,1524.23,1488,1367,52.065,51.33583333333333,9.166666666666666,242.83333333333331,5,Furniture,East,2,3,3,4,1199.57,1091.0,1149.44,820.0,1332.14,1261.0,1227.05,0.014203853708423244,11,4,-0.5000000000000004,0.8660254037844384,0,11,2,0
2023-12-01,S001,P0012,1151.76,1106,1220,49.57083333333333,49.87,7.5,209.75,7,Electronics,East,2,2,6,2,1524.23,1367.0,1199.57,1091.0,1149.44,820.0,1291.0800000000002,-0.005998930552770496,12,4,-2.4492935982947064e-16,1.0,0,11,1,0
2024-01-01,S001,P0012,61.33,51,175,39.14,43.41,20.0,213.0,0,Electronics,East,0,1,0,0,1151.76,1220.0,1524.23,1367.0,1199.57,1091.0,1291.8533333333335,-0.09836443215848874,1,1,0.49999999999999994,0.8660254037844387,0,11,1,0
2022-04-01,S001,P0013,1382.02,1279,1409,59.13833333333334,59.185833333333335,13.333333333333334,195.58333333333331,7,Toys,North,5,2,1,4,1248.22,1438.0,1580.02,1378.0,1973.7,1454.0,1600.6466666666668,-0.0008025569181813045,4,2,0.8660254037844387,-0.4999999999999998,0,12,4,1
2022-05-01,S001,P0013,1340.8,1281,1089,55.52916666666667,56.575,8.75,276.0833333333333,5,Toys,East,1,4,2,5,1382.02,1409.0,1248.22,1438.0,1580.02,1378.0,1403.42,-0.018485785830019166,5,2,0.49999999999999994,-0.8660254037844387,0,12,4,0
2022-06-01,S001,P0013,2035.8,1951,1608,58.083333333333336,57.08416666666667,9.583333333333334,252.66666666666663,7,Furniture,West,2,3,4,3,1340.8,1089.0,1382.02,1409.0,1248.22,1438.0,1323.68,0.017503394111034888,6,2,1.2246467991473532e-16,-1.0,0,12,2,3
2022-07-01,S001,P0013,2211.4700000000003,2127,1249,45.87083333333334,45.156666666666666,8.75,271.5833333333333,6,Toys,North,2,1,6,3,2035.8,1608.0,1340.8,1089.0,1382.02,1409.0,1586.2066666666667,0.01581530966265603,7,3,-0.4999999999999997,-0.8660254037844388,0,12,4,1
2022-08-01,S001,P0013,1939.72,1887,1244,53.03833333333333,52.337500000000006,11.25,302.25,6,Electronics,South,2,5,4,1,2211.4700000000003,1249.0,2035.8,1608.0,1340.8,1089.0,1862.6899999999998,0.013390653610381106,8,3,-0.8660254037844385,-0.5000000000000004,0,12,1,2
2022-09-01,S001,P0013,1250.09,1172,1180,46.33833333333333,45.80583333333333,11.25,219.83333333333331,4,Toys,North,2,1,4,5,1939.72,1244.0,2211.4700000000003,1249.0,2035.8,1608.0,2062.33,0.01162515691232919,9,3,-1.0,-1.8369701987210297e-16,0,12,4,1
2022-10-01,S001,P0013,2119.47,2044,1181,55.28916666666667,55.06916666666667,10.0,289.3333333333333,9,Clothing,North,1,3,3,5,1250.09,1180.0,1939.72,1244.0,2211.4700000000003,1249.0,1800.426666666667,0.003994976015011404,10,4,-0.8660254037844386,0.5000000000000001,0,12,0,1
2022-11-01,S001,P0013,2250.93,2202,1481,52.1275,51.41083333333333,12.083333333333334,312.3333333333333,6,Furniture,North,1,4,3,4,2119.47,1181.0,1250.09,1180.0,1939.72,1244.0,1769.76,0.013939993192096387,11,4,-0.5000000000000004,0.8660254037844384,0,12,2,1
2022-12-01,S001,P0013,1378.62,1331,1329,62.406666666666666,63.0875,8.75,286.5,5,Furniture,West,4,0,5,3,2250.93,1481.0,2119.47,1181.0,1250.09,1180.0,1873.4966666666667,-0.01079188957136251,12,4,-2.4492935982947064e-16,1.0,0,12,2,3
2023-01-01,S001,P0013,1932.39,1832,1416,42.94916666666666,42.7175,7.083333333333333,277.3333333333333,6,Electronics,East,3,4,2,3,1378.62,1329.0,2250.93,1481.0,2119.47,1181.0,1916.3399999999995,0.005423226234369099,1,1,0.49999999999999994,0.8660254037844387,0,12,1,0
2023-02-01,S001,P0013,1351.86,1280,1331,71.82333333333334,71.95416666666667,11.25,218.16666666666663,7,Toys,North,4,2,2,4,1932.39,1416.0,1378.62,1329.0,2250.93,1481.0,1853.9799999999998,-0.0018182871040592233,2,1,0.8660254037844386,0.5000000000000001,0,12,4,1
2023-03-01,S001,P0013,1757.54,1647,1403,51.32750000000001,51.3425,7.916666666666667,237.58333333333331,4,Furniture,West,3,3,4,2,1351.86,1331.0,1932.39,1416.0,1378.62,1329.0,1554.29,-0.00029215562156095754,3,1,1.0,6.123233995736766e-17,0,12,2,3
2023-04-01,S001,P0013,1366.96,1233,1439,52.41333333333333,51.43333333333334,7.916666666666667,295.5,6,Electronics,West,5,2,2,3,1757.54,1403.0,1351.86,1331.0,1932.39,1416.0,1680.5966666666666,0.019053791315618723,4,2,0.8660254037844387,-0.4999999999999998,0,12,1,3
2023-05-01,S001,P0013,1082.9,1099,1610,39.329166666666666,39.00333333333334,10.833333333333334,280.1666666666667,4,Electronics,South,2,1,6,3,1366.96,1439.0,1757.54,1403.0,1351.86,1331.0,1492.12,0.008353986838731602,5,2,0.49999999999999994,-0.8660254037844387,0,12,1,2
2023-06-01,S001,P0013,1936.49,1873,1313,66.75916666666667,67.4525,6.666666666666667,290.8333333333333,6,Toys,East,2,3,1,6,1082.9,1610.0,1366.96,1439.0,1757.54,1403.0,1402.4666666666665,-0.010278838194778964,6,2,1.2246467991473532e-16,-1.0,0,12,4,0
2023-07-01,S001,P0013,1159.22,1065,1261,52.37416666666667,50.85,9.166666666666666,229.08333333333331,7,Electronics,East,3,4,3,2,1936.49,1313.0,1082.9,1610.0,1366.96,1439.0,1462.1166666666668,0.029973779088823323,7,3,-0.4999999999999997,-0.8660254037844388,0,12,1,0
2023-08-01,S001,P0013,1891.97,1860,1198,52.2875,52.58916666666667,11.666666666666666,260.0833333333333,4,Clothing,East,7,2,2,1,1159.22,1261.0,1936.49,1313.0,1082.9,1610.0,1392.8700000000001,-0.005736289159681229,8,3,-0.8660254037844385,-0.5000000000000004,0,12,0,0
2023-09-01,S001,P0013,2315.44,2221,1496,39.95916666666667,38.87833333333334,12.5,271.5833333333333,6,Groceries,East,3,1,3,5,1891.97,1198.0,1159.22,1261.0,1936.49,1313.0,1662.5600000000002,0.02780040296651942,9,3,-1.0,-1.8369701987210297e-16,0,12,3,0
2023-10-01,S001,P0013,1413.69,1384,1469,53.03,51.40583333333333,8.75,303.0833333333333,6,Groceries,North,2,7,1,2,2315.44,1496.0,1891.97,1198.0,1159.22,1261.0,1788.8766666666668,0.03159498759868384,10,4,-0.8660254037844386,0.5000000000000001,0,12,3,1
2023-11-01,S001,P0013,1488.58,1429,1588,60.09166666666667,59.071666666666665,8.75,233.08333333333331,6,Electronics,South,3,2,4,3,1413.69,1469.0,2315.44,1496.0,1891.97,1198.0,1873.7,0.017267161357672936,11,4,-0.5000000000000004,0.8660254037844384,0,12,1,2
2023-12-01,S001,P0013,1546.96,1518,1076,59.66416666666667,59.03083333333333,8.75,226.33333333333331,7,Groceries,South,5,1,5,1,1488.58,1588.0,1413.69,1469.0,2315.44,1496.0,1739.2366666666665,0.010728856388610585,12,4,-2.4492935982947064e-16,1.0,0,12,3,2
2024-01-01,S001,P0013,225.48,220,28,59.93,55.65,5.0,356.0,0,Groceries,North,1,0,0,0,1546.96,1076.0,1488.58,1588.0,1413.69,1469.0,1483.0766666666666,0.07690925426774485,1,1,0.49999999999999994,0.8660254037844387,0,12,3,1
2022-04-01,S001,P0014,1329.67,1319,1524,68.1975,68.4325,13.333333333333334,284.75,8,Clothing,East,4,3,2,3,1308.03,1432.0,1841.08,1241.0,1525.01,1647.0,1558.04,-0.0034340408431666157,4,2,0.8660254037844387,-0.4999999999999998,0,13,0,0
2022-05-01,S001,P0014,1345.75,1288,1448,47.475,47.92083333333333,12.083333333333334,257.3333333333333,5,Toys,North,5,2,3,2,1329.67,1524.0,1308.03,1432.0,1841.08,1241.0,1492.9266666666665,-0.009303538822710912,5,2,0.49999999999999994,-0.8660254037844387,0,13,4,1
2022-06-01,S001,P0014,1645.23,1605,1440,55.21083333333333,55.23666666666667,13.75,262.5833333333333,4,Furniture,South,5,3,2,2,1345.75,1448.0,1329.67,1524.0,1308.03,1432.0,1327.8166666666666,-0.00046768450908222056,6,2,1.2246467991473532e-16,-1.0,0,13,2,2
2022-07-01,S001,P0014,2038.65,1977,1138,63.35,65.16,9.166666666666666,316.4166666666667,6,Electronics,East,3,2,4,3,1645.23,1440.0,1345.75,1448.0,1329.67,1524.0,1440.2166666666665,-0.027777777777777703,7,3,-0.4999999999999997,-0.8660254037844388,0,13,1,0
2022-08-01,S001,P0014,1957.03,1942,1528,39.395,39.8075,8.333333333333334,300.9166666666667,4,Furniture,South,2,5,4,1,2038.65,1138.0,1645.23,1440.0,1345.75,1448.0,1676.5433333333333,-0.01036236890033271,8,3,-0.8660254037844385,-0.5000000000000004,0,13,2,2
2022-09-01,S001,P0014,1137.36,1093,1271,56.44916666666666,55.28083333333333,7.083333333333333,260.9166666666667,7,Electronics,East,4,2,4,2,1957.03,1528.0,2038.65,1138.0,1645.23,1440.0,1880.3033333333333,0.021134510152705187,9,3,-1.0,-1.8369701987210297e-16,0,13,1,0
2022-10-01,S001,P0014,1726.72,1634,1251,50.303333333333335,49.50333333333333,8.333333333333334,255.25,9,Furniture,West,2,6,2,2,1137.36,1271.0,1957.03,1528.0,2038.65,1138.0,1711.0133333333333,0.0161605279105785,10,4,-0.8660254037844386,0.5000000000000001,0,13,2,3
2022-11-01,S001,P0014,1104.66,1072,1555,57.82333333333333,57.640833333333326,9.166666666666666,206.08333333333331,7,Toys,South,3,4,2,3,1726.72,1251.0,1137.36,1271.0,1957.03,1528.0,1607.0366666666666,0.003166158250083209,11,4,-0.5000000000000004,0.8660254037844384,0,13,4,2
2022-12-01,S001,P0014,1252.79,1197,1109,53.10583333333333,53.10583333333333,6.25,207.25,7,Groceries,North,2,3,3,4,1104.66,1555.0,1726.72,1251.0,1137.36,1271.0,1322.9133333333334,0.0,12,4,-2.4492935982947064e-16,1.0,0,13,3,1
2023-01-01,S001,P0014,968.15,873,1311,63.96333333333333,64.1975,10.416666666666666,200.75,5,Furniture,West,2,5,3,2,1252.79,1109.0,1104.66,1555.0,1726.72,1251.0,1361.39,-0.0036475979074991074,1,1,0.49999999999999994,0.8660254037844387,0,13,2,3
2023-02-01,S001,P0014,1187.37,1142,1015,59.45,59.73166666666666,8.75,242.16666666666663,8,Clothing,East,1,2,5,4,968.15,1311.0,1252.79,1109.0,1104.66,1555.0,1108.5333333333333,-0.0047155333575154305,2,1,0.8660254037844386,0.5000000000000001,0,13,0,0
2023-03-01,S001,P0014,2046.02,1977,1172,50.03333333333333,49.5,10.416666666666666,355.25,6,Toys,South,4,2,4,2,1187.37,1015.0,968.15,1311.0,1252.79,1109.0,1136.1033333333332,0.010774410774410737,3,1,1.0,6.123233995736766e-17,0,13,4,2
2023-04-01,S001,P0014,2640.9,2632,1164,63.635,63.89416666666667,9.166666666666666,290.1666666666667,5,Groceries,South,3,4,0,5,2046.02,1172.0,1187.37,1015.0,968.15,1311.0,1400.5133333333333,-0.004056186662840988,4,2,0.8660254037844387,-0.4999999999999998,0,13,3,2
2023-05-01,S001,P0014,1811.77,1768,1357,46.30083333333334,46.35583333333333,7.5,270.1666666666667,6,Clothing,South,4,4,1,3,2640.9,1164.0,2046.02,1172.0,1187.37,1015.0,1958.0966666666666,-0.0011864741941861171,5,2,0.49999999999999994,-0.8660254037844387,0,13,0,2
2023-06-01,S001,P0014,1870.29,1814,1372,46.29583333333333,48.03416666666666,10.833333333333334,244.5,11,Furniture,West,5,1,2,4,1811.77,1357.0,2640.9,1164.0,2046.02,1172.0,2166.23,-0.03618951787789934,6,2,1.2246467991473532e-16,-1.0,0,13,2,3
2023-07-01,S001,P0014,1626.17,1578,1104,62.09333333333333,61.04166666666666,8.75,247.08333333333331,7,Groceries,West,2,3,3,4,1870.29,1372.0,1811.77,1357.0,2640.9,1164.0,2107.653333333333,0.01722866894197957,7,3,-0.4999999999999997,-0.8660254037844388,0,13,3,3
2023-08-01,S001,P0014,1546.55,1525,1369,43.925,43.725,11.666666666666666,226.5,7,Toys,East,1,4,2,5,1626.17,1104.0,1870.29,1372.0,1811.77,1357.0,1769.4099999999999,0.004574042309891268,8,3,-0.8660254037844385,-0.5000000000000004,0,13,4,0
2023-09-01,S001,P0014,2098.56,2058,1695,52.9575,52.9575,11.666666666666666,298.9166666666667,4,Toys,North,2,2,5,3,1546.55,1369.0,1626.17,1104.0,1870.29,1372.0,1681.0033333333333,0.0,9,3,-1.0,-1.8369701987210297e-16,0,13,4,1
2023-10-01,S001,P0014,2091.49,2051,1425,58.99666666666667,58.708333333333336,12.916666666666666,277.0,6,Electronics,North,5,4,3,0,2098.56,1695.0,1546.55,1369.0,1626.17,1104.0,1757.0933333333332,0.0049112845990063984,10,4,-0.8660254037844386,0.5000000000000001,0,13,1,1
2023-11-01,S001,P0014,1813.61,1744,1701,57.49166666666667,58.25833333333333,8.333333333333334,292.8333333333333,8,Toys,East,5,4,1,2,2091.49,1425.0,2098.56,1695.0,1546.55,1369.0,1912.1999999999998,-0.013159776855957643,11,4,-0.5000000000000004,0.8660254037844384,0,13,4,0
2023-12-01,S001,P0014,2013.1,1995,1363,54.1825,54.02,7.083333333333333,262.5,4,Groceries,North,5,3,2,2,1813.61,1701.0,2091.49,1425.0,2098.56,1695.0,2001.2199999999996,0.0030081451314326975,12,4,-2.4492935982947064e-16,1.0,0,13,3,1
2024-01-01,S001,P0014,230.89,232,180,29.01,26.14,0.0,293.0,1,Groceries,South,0,0,1,0,2013.1,1363.0,1813.61,1701.0,2091.49,1425.0,1972.7333333333333,0.1097934200459067,1,1,0.49999999999999994,0.8660254037844387,0,13,3,2
2022-04-01,S001,P0015,2101.81,2048,1235,47.84166666666667,47.80583333333333,5.833333333333333,320.9166666666667,5,Electronics,West,4,1,5,2,1597.3,1157.0,1522.97,1242.0,2109.01,1260.0,1743.0933333333335,0.0007495598514826211,4,2,0.8660254037844387,-0.4999999999999998,0,14,1,3
2022-05-01,S001,P0015,1447.92,1368,1157,47.135,45.74916666666667,11.666666666666666,244.58333333333331,6,Toys,West,2,3,5,2,2101.81,1235.0,1597.3,1157.0,1522.97,1242.0,1740.6933333333334,0.030291990746643776,5,2,0.49999999999999994,-0.8660254037844387,0,14,4,3
2022-06-01,S001,P0015,1057.59,999,1248,65.99583333333334,66.03833333333334,11.25,260.5,5,Furniture,South,8,3,0,1,1447.92,1157.0,2101.81,1235.0,1597.3,1157.0,1715.6766666666665,-0.000643565605835055,6,2,1.2246467991473532e-16,-1.0,0,14,2,2
2022-07-01,S001,P0015,1283.98,1203,936,55.6,55.774166666666666,11.666666666666666,343.0833333333333,4,Electronics,East,6,5,0,1,1057.59,1248.0,1447.92,1157.0,2101.81,1235.0,1535.7733333333333,-0.0031227121277771592,7,3,-0.4999999999999997,-0.8660254037844388,0,14,1,0
2022-08-01,S001,P0015,2036.88,1971,975,60.83416666666667,60.623333333333335,9.166666666666666,298.4166666666667,5,Groceries,South,1,2,2,7,1283.98,936.0,1057.59,1248.0,1447.92,1157.0,1263.1633333333332,0.0034777588387309632,8,3,-0.8660254037844385,-0.5000000000000004,0,14,3,2
2022-09-01,S001,P0015,1705.62,1643,1544,60.56666666666666,60.56,9.166666666666666,251.08333333333331,7,Toys,East,5,0,3,4,2036.88,975.0,1283.98,936.0,1057.59,1248.0,1459.4833333333333,0.00011008366358422396,9,3,-1.0,-1.8369701987210297e-16,0,14,4,0
2022-10-01,S001,P0015,1849.74,1805,1415,46.91666666666666,46.54333333333333,13.333333333333334,303.25,3,Clothing,East,4,3,4,1,1705.62,1544.0,2036.88,975.0,1283.98,936.0,1675.493333333333,0.008021198882761465,10,4,-0.8660254037844386,0.5000000000000001,0,14,0,0
2022-11-01,S001,P0015,1331.75,1293,1530,45.9775,42.93,8.333333333333334,213.66666666666663,8,Clothing,North,2,10,0,0,1849.74,1415.0,1705.62,1544.0,2036.88,975.0,1864.08,0.07098765432098764,11,4,-0.5000000000000004,0.8660254037844384,0,14,0,1
2022-12-01,S001,P0015,1453.06,1420,1335,62.61333333333334,61.97,10.0,266.0833333333333,8,Electronics,North,4,0,2,6,1331.75,1530.0,1849.74,1415.0,1705.62,1544.0,1629.0366666666669,0.010381367328277198,12,4,-2.4492935982947064e-16,1.0,0,14,1,1
2023-01-01,S001,P0015,1729.38,1720,1142,56.583333333333336,56.755833333333335,11.25,348.4166666666667,8,Electronics,West,2,4,3,3,1453.06,1335.0,1331.75,1530.0,1849.74,1415.0,1544.8500000000001,-0.003039335163786385,1,1,0.49999999999999994,0.8660254037844387,0,14,1,3
2023-02-01,S001,P0015,1843.71,1780,1437,53.76,53.13333333333333,8.75,250.66666666666663,2,Toys,South,2,5,2,3,1729.38,1142.0,1453.06,1335.0,1331.75,1530.0,1504.7300000000002,0.011794228356336232,2,1,0.8660254037844386,0.5000000000000001,0,14,4,2
2023-03-01,S001,P0015,2535.29,2496,1312,55.7275,56.64000000000001,10.833333333333334,318.5833333333333,6,Clothing,South,1,3,1,7,1843.71,1437.0,1729.38,1142.0,1453.06,1335.0,1675.3833333333332,-0.016110522598870206,3,1,1.0,6.123233995736766e-17,0,14,0,2
2023-04-01,S001,P0015,2149.89,2116,1286,49.89166666666667,49.2625,10.416666666666666,304.5,4,Electronics,West,0,2,3,7,2535.29,1312.0,1843.71,1437.0,1729.38,1142.0,2036.1266666666668,0.012771716146494189,4,2,0.8660254037844387,-0.4999999999999998,0,14,1,3
2023-05-01,S001,P0015,2336.45,2229,1127,53.285,53.535,10.0,347.5833333333333,5,Groceries,North,3,2,3,4,2149.89,1286.0,2535.29,1312.0,1843.71,1437.0,2176.2966666666666,-0.004669842159335014,5,2,0.49999999999999994,-0.8660254037844387,0,14,3,1
2023-06-01,S001,P0015,888.0799999999999,858,1164,71.5125,71.99416666666667,11.666666666666666,225.66666666666663,4,Furniture,North,2,1,4,5,2336.45,1127.0,2149.89,1286.0,2535.29,1312.0,2340.543333333333,-0.006690356857615813,6,2,1.2246467991473532e-16,-1.0,0,14,2,1
2023-07-01,S001,P0015,1455.91,1373,1369,67.09,67.51583333333333,10.0,259.8333333333333,5,Groceries,South,4,3,0,5,888.0799999999999,1164.0,2336.45,1127.0,2149.89,1286.0,1791.4733333333334,-0.006307162517434128,7,3,-0.4999999999999997,-0.8660254037844388,0,14,3,2
2023-08-01,S001,P0015,1280.46,1226,1258,48.5225,48.63583333333333,15.416666666666666,261.0,10,Groceries,East,3,5,2,2,1455.91,1369.0,888.0799999999999,1164.0,2336.45,1127.0,1560.1466666666665,-0.0023302434761749,8,3,-0.8660254037844385,-0.5000000000000004,0,14,3,0
2023-09-01,S001,P0015,1444.74,1381,1234,57.085,56.57583333333333,8.75,284.9166666666667,6,Furniture,North,4,5,1,2,1280.46,1258.0,1455.91,1369.0,888.0799999999999,1164.0,1208.1499999999999,0.008999720139635696,9,3,-1.0,-1.8369701987210297e-16,0,14,2,1
2023-10-01,S001,P0015,1473.17,1356,1246,55.5675,56.149166666666666,11.25,249.58333333333331,4,Furniture,North,1,3,5,3,1444.74,1234.0,1280.46,1258.0,1455.91,1369.0,1393.7033333333336,-0.010359310764481457,10,4,-0.8660254037844386,0.5000000000000001,0,14,2,1
2023-11-01,S001,P0015,1581.3,1483,1094,44.62833333333333,43.31333333333333,6.25,229.08333333333331,4,Groceries,South,3,3,3,3,1473.17,1246.0,1444.74,1234.0,1280.46,1258.0,1399.456666666667,0.030360166230567903,11,4,-0.5000000000000004,0.8660254037844384,0,14,3,2
2023-12-01,S001,P0015,1936.98,1913,1218,45.69916666666666,45.634166666666665,11.666666666666666,300.8333333333333,3,Clothing,West,4,3,2,3,1581.3,1094.0,1473.17,1246.0,1444.74,1234.0,1499.7366666666667,0.001424371359178928,12,4,-2.4492935982947064e-16,1.0,0,14,0,3
2024-01-01,S001,P0015,255.33,257,60,25.26,27.6,15.0,356.0,0,Electronics,East,0,0,1,0,1936.98,1218.0,1581.3,1094.0,1473.17,1246.0,1663.8166666666666,-0.08478260869565217,1,1,0.49999999999999994,0.8660254037844387,0,14,1,0
2022-04-01,S001,P0016,1302.37,1271,1481,70.43833333333333,70.0275,10.833333333333334,199.66666666666663,6,Groceries,North,1,3,3,5,2114.49,1413.0,1580.95,1496.0,1789.54,1204.0,1828.3266666666666,0.005866742827222579,4,2,0.8660254037844387,-0.4999999999999998,0,15,3,1
2022-05-01,S001,P0016,1403.9199999999998,1288,1169,48.30583333333333,48.675,11.666666666666666,275.4166666666667,7,Groceries,East,3,3,2,4,1302.37,1481.0,2114.49,1413.0,1580.95,1496.0,1665.9366666666665,-0.007584317753809243,5,2,0.49999999999999994,-0.8660254037844387,0,15,3,0
2022-06-01,S001,P0016,1466.28,1418,1184,65.655,65.18666666666667,9.583333333333334,273.1666666666667,6,Clothing,East,1,5,5,1,1403.9199999999998,1169.0,1302.37,1481.0,2114.49,1413.0,1606.9266666666665,0.007184495806913485,6,2,1.2246467991473532e-16,-1.0,0,15,0,0
2022-07-01,S001,P0016,1406.28,1323,1050,61.39333333333334,61.48,9.583333333333334,240.66666666666663,6,Clothing,East,1,6,4,1,1466.28,1184.0,1403.9199999999998,1169.0,1302.37,1481.0,1390.8566666666666,-0.001409672522229325,7,3,-0.4999999999999997,-0.8660254037844388,0,15,0,0
2022-08-01,S001,P0016,1642.99,1602,1380,60.81583333333333,60.39416666666667,10.416666666666666,254.25,3,Electronics,South,4,2,3,3,1406.28,1050.0,1466.28,1184.0,1403.9199999999998,1169.0,1425.493333333333,0.006981910504601598,8,3,-0.8660254037844385,-0.5000000000000004,0,15,1,2
2022-09-01,S001,P0016,1785.81,1719,909,69.45916666666666,69.8325,7.5,260.1666666666667,6,Electronics,East,2,3,4,3,1642.99,1380.0,1406.28,1050.0,1466.28,1184.0,1505.1833333333332,-0.005346125848757167,9,3,-1.0,-1.8369701987210297e-16,0,15,1,0
2022-10-01,S001,P0016,1630.96,1534,1195,62.94,62.41666666666666,11.666666666666666,297.5,9,Clothing,North,4,1,4,3,1785.81,909.0,1642.99,1380.0,1406.28,1050.0,1611.6933333333334,0.00838451268357822,10,4,-0.8660254037844386,0.5000000000000001,0,15,0,1
2022-11-01,S001,P0016,1681.87,1602,1372,58.37416666666667,57.75833333333333,7.5,264.5,8,Groceries,North,3,1,3,5,1630.96,1195.0,1785.81,909.0,1642.99,1380.0,1686.5866666666668,0.01066224210070699,11,4,-0.5000000000000004,0.8660254037844384,0,15,3,1
2022-12-01,S001,P0016,1783.63,1729,1525,56.17333333333334,55.88666666666666,9.166666666666666,303.0,6,Furniture,East,4,1,4,3,1681.87,1372.0,1630.96,1195.0,1785.81,909.0,1699.5466666666664,0.00512942860551132,12,4,-2.4492935982947064e-16,1.0,0,15,2,0
2023-01-01,S001,P0016,1867.15,1807,1048,65.77833333333332,65.80416666666666,9.583333333333334,297.0833333333333,6,Groceries,West,1,3,5,3,1783.63,1525.0,1681.87,1372.0,1630.96,1195.0,1698.82,-0.0003925789906921537,1,1,0.49999999999999994,0.8660254037844387,0,15,3,3
2023-02-01,S001,P0016,1837.73,1764,1479,50.48666666666667,49.96833333333333,8.333333333333334,313.5833333333333,8,Groceries,West,3,3,3,3,1867.15,1048.0,1783.63,1525.0,1681.87,1372.0,1777.55,0.01037323638304283,2,1,0.8660254037844386,0.5000000000000001,0,15,3,3
2023-03-01,S001,P0016,1983.12,1966,1559,56.72916666666666,56.553333333333335,8.75,252.91666666666663,7,Clothing,South,2,4,4,2,1837.73,1479.0,1867.15,1048.0,1783.63,1525.0,1829.5033333333333,0.003109159495461322,3,1,1.0,6.123233995736766e-17,0,15,0,2
2023-04-01,S001,P0016,1177.32,1162,1336,65.72,67.35083333333334,8.333333333333334,291.3333333333333,4,Toys,South,5,1,2,4,1983.12,1559.0,1837.73,1479.0,1867.15,1048.0,1896.0,-0.02421400378614482,4,2,0.8660254037844387,-0.4999999999999998,0,15,4,2
2023-05-01,S001,P0016,1602.23,1543,1532,60.47,61.37416666666667,11.666666666666666,278.75,6,Toys,South,5,2,2,3,1177.32,1336.0,1983.12,1559.0,1837.73,1479.0,1666.0566666666666,-0.014732039810452312,5,2,0.49999999999999994,-0.8660254037844387,0,15,4,2
2023-06-01,S001,P0016,1635.76,1595,1108,71.46416666666667,71.37833333333333,14.166666666666666,245.66666666666663,8,Toys,South,3,3,2,4,1602.23,1532.0,1177.32,1336.0,1983.12,1559.0,1587.5566666666666,0.0012025124337451682,6,2,1.2246467991473532e-16,-1.0,0,15,4,2
2023-07-01,S001,P0016,1443.42,1408,992,50.97166666666666,50.67166666666666,12.5,251.66666666666663,7,Electronics,East,5,2,3,2,1635.76,1108.0,1602.23,1532.0,1177.32,1336.0,1471.7699999999998,0.005920468374831376,7,3,-0.4999999999999997,-0.8660254037844388,0,15,1,0
2023-08-01,S001,P0016,1249.82,1135,1330,52.04,51.4275,14.583333333333334,245.41666666666663,8,Furniture,South,2,2,4,4,1443.42,992.0,1635.76,1108.0,1602.23,1532.0,1560.47,0.011909970346604388,8,3,-0.8660254037844385,-0.5000000000000004,0,15,2,2
2023-09-01,S001,P0016,1544.62,1457,1481,49.21083333333333,49.07583333333333,9.166666666666666,268.25,5,Toys,North,2,5,2,3,1249.82,1330.0,1443.42,992.0,1635.76,1108.0,1443.0,0.002750844781036256,9,3,-1.0,-1.8369701987210297e-16,0,15,4,1
2023-10-01,S001,P0016,1829.15,1751,1270,43.678333333333335,43.53333333333333,9.583333333333334,297.6666666666667,7,Groceries,South,1,4,3,4,1544.62,1481.0,1249.82,1330.0,1443.42,992.0,1412.62,0.003330781010719827,10,4,-0.8660254037844386,0.5000000000000001,0,15,3,2
2023-11-01,S001,P0016,1468.88,1354,1641,62.30583333333333,61.19916666666666,9.583333333333334,253.58333333333331,7,Electronics,East,4,1,1,6,1829.15,1270.0,1544.62,1481.0,1249.82,1330.0,1541.1966666666667,0.01808303489971273,11,4,-0.5000000000000004,0.8660254037844384,0,15,1,0
